Proposal,Decision,Ward,View
Cais i rhyddhau amodau 8 o ganiatad cynllunio C07A/0863/14/LL sy'n ymwneud a darparu a gweithredu system rheoli dwr arwyneb ar gyfer gosod 15 o fflatiau a safleoedd parcio/Application for the discharge of condition 8 of planning permisison C07A/0863/14/LL relating to the provision and operation of a surface water management system for the installation of 15 flats and parking spaces. ,,Menai (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32320
Diddymu cytundeb adran 106 sy'n rhwymo'r eiddo fel ty gweithwyr at ddibenion Plas Bodegroes yn unig/ Discharge section 106 agreement that ties the property as accomodation for workers only at Plas Bodegroes.,,Efailnewydd / Buan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32322
Trosi adeiladau allanol mewn i 3 uned gwyliau/Conversion of out-buildings into into 3 self-contained holiday accomodation. ,,Abererch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32318
Cais ar gyfer gosod 3 pod glampio ynghyd a dapraru mynedfa a trac newydd. / Application for the provision of 3 glamping pods together with the provision of new access and track. ,,Talysarn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32317
"Adeiladu sied gyda tanc slyri tanddaearol
Construction of shed with underground slurry tank",Approved with Conditions,Llanystumdwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32321
"Cais am ailfodelu ac ymestyn y gwesty a'r sba presennol ynghyd â lleoli 39 o cabanau gwyliau, ffurfio cyrtiau tenis, canolfan weithgareddau, derbynfa, bloc llety staff ac ystafell blanhigion biomas, gyda ffyrdd mynediad cysylltiedig, llwybrau, parcio a thirlunio

Application for the remodeling and extension of the existing hotel and spa to together with the siting of 39 holiday lodges, formation of tennis courts, activity centre, reception, staff accommodation block and biomass plant room, with associated access roads, paths, parking and landscaping.",,Llanrug,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32323
"Addasu toeau presennol trwy godi uchder y crib ac adeiladu to newydd ynghyd a thynnu simdde, addasiadau mewnol, estyniad deulawr newydd, codi wal gynnal newydd a chreu balconi allanol a grisiau, adeiladu 'pont' fynedfa.
Removal of existing roofs and chimney, construction of new roof,  Internal remodelling, 2 storey extension, new retaining wall and external timber balcony and steps, new timber and glazed access 'bridge'.",,Llanbedrog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32312
Cais ar gyfer codi dau estyniad un llawr ac ailwampio cartref henoed / Application for the erection of two single storey extensions and refurbish old people's home,,Marchog (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32311
"Estyniad 
Extension",,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32308
"Cadw eisteddle ynghyd a chysodfannau.
Retention of stand and shelters.
 ",,Y Felinheli,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32307
"Codi 7 tŷ annedd ynghyd a gwaith cysylltiol.
Erection of 7 residential dwellings together with associated works.",,Morfa Nefyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32306
Codi adeilad newydd er mwyn storio peiriannau amaethyddol/Construction of new building for the storage of agricultural machinery,Prior Approval Required,Botwnnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32309
"Diddymu Cytundeb Adran 106 (Person Lleol) oddi wrth caniatâd cynllunio C03D/0737/46/LL (cytundeb cyf. CYN/8/D/246/RB)

Removal of Secion 106 Ageement (Local Person) from planning permission C03D/0737/46/LL (agreement ref. CYN/8/D/246/RB)",,,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32310
Cais llawn i ddymchwel tŷ presennol a chodi tŷ newydd ar y safle/Full application to demolish an existing dwelling and construction of a new dwelling on the site,Refused,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32303
"Estyniad a newidiadau i'r modurdy presennol er mwyn creu tŷ newydd.
Extension and alterations to the existing garage in order to create a new dwelling.",,Ogwen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32301
"Newid defnydd o gartref gofal (Dosbarth Defnydd C2 - sefydliadau preswyl) i hostel gwasanaethol ar gyfer defnydd gwyliau (Defnydd Unigryw) ynghyd a llety byw warden cysylltiedig.
Change of use from a nursing home (Use Class C2 - residential institutions) into a serviced hostel for holiday use (Unique Use) with ancillary warden's living accommodation.",,Penisarwaun,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32302
"Estyniad deulawr i ochr y tŷ presennol wedi ei godi'n rhannol ar ben estyniad unllawr presennol
Two storey side extension to dwelling partly above existing single storey extension ",Approved with Conditions,Pwllheli (North),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32305
Dymchwel modurdy ar wahân presennol ac adeiladu anecs ategol ar wahân / Demolition of existing detached garage including construction of ancillary detached annexe,Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32300
"Cais ar gyfer gosod 5 pod glampio ynghyd a dapraru mynedfa a trac newydd, adeilad cawodydd, toiled a tanc septic a soakaway / Application for the provision of 5 glamping pods together with the provision of new access and track, shower and toilet block, septic tank and soakaway",,Groeslon,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32304
"Estyniadau ac addasiadau i annedd sy'n cynnwys to brig newydd dros hen garej; ystafell wely newydd mewn garej; cyntedd mynediad newydd, estyniadau ystafell wely ar y llawr gwaelod

Extensions and adaptations to a dwelling consisting of a new pitched roof over former garage; new bedroom in garage; new entrance lobby, ground floor bedroom extensions",,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32299
Cais ar gyfer dymchwel tŷ gwydr cefn a chodi estyniad un llawr to gwastad yn ei le / Application for demolition of rear conservatory and extension of single storey flat roofed extension,,Arllechwedd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32296
"Newid defnydd o dy (Dosbarth Defnydd C3) i dŷ aml-feddiannaeth (Dosbarth Defnydd C4).
Change of use from a dwelling (Use Class C3) into a house in multiple occupation (Use Class C4).",,Hendre (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32294
Cais ar gyfer codi to canopi ar ochr yr eiddo a chodi modurdy breswyl / Application erect a canopy roof to side of dwelling and erection of domestic garage,Approved with Conditions,Pentir,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32295
"Dymchwel estyniad cefn presennol a chodi estyniad deulawr cefn gydag islawr a theras ynghyd â ffenestr gromen a feranda blaen newydd
Demolish existing rear extension  and erect two storey extension with basement and terrace together with new bay window and verandah to front ",,Bowydd & Rhiw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32298
"Adeiladu 4 ty par, un byngalo a modurdy ar wahan.
Construction of 4 semi-detached dwellings, one bungalow and one detached garage",,Bontnewydd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32297
"Addasiadau i flaen siop
Alterations to shop front",Approved with Conditions,Abermaw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32292
Cais ar gyfer gwneud gwaith i goed oddi fewn i Ardal Gadwraeth Bangor / Application for works to trees within Bangor Conservation Area,Approved (Without Conditions),Deiniol (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32293
"Gosod offer chwarae newydd i blant ac arwynebedd diogelwch yn y cae yn lle'r offer a'r arwynebedd diogelwch presennol.

Replacement of existing play equipment and safety surface with new children's play equipment and safety surface.",,Llanaelhaearn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32291
"Tystysgrif Defnydd Cyfreithiol ar gyfer lleoli 10 carafan trwy'r flwyddyn heb gyfyngu i gwir garafanau teithiol ar daith 
Lawful Use Certificate to locate 10 caravans throughout the year without being restricted to bona fide touring caravans on tour",,Dolbenmaen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32286
"Rhyddhau amod 13 (cyflwyno ymchwiliad desg i nodi natur a graddfa halogiad ar y safle) o ganiatâd apêl APP/Q6810/A/20/3264389.
Discharge condition 13 (desk top investigation to identify nature and extent of contamination on site) of granted appeal APP/Q6810/A/20/3264389).",,Dewi (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32287
"Trosi adeilad allanol i ddarparu annedd fforddiadwy, ynghyd ag addasiadau i'r fynedfa gerbydol presennol, gosod gwaith trin pecyn a gwaith cysylltiedig.
Conversion of outbuilding to provide an affordable dwelling, together with alterations to existing vehicular access, installation of a package treatment plant and associated works.",,Botwnnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32289
"Rhyddhau amod 4 (cynllun tirlunio), 6 (Datganiad Dull Trawsleoli Gwrychoedd), 7 (Cynllun Gwella Bioamrywiaeth), 8 (canlyniadau Datganiad Dull ar gyfer Difa Rhywogaethau Ymledol Anfrodorol),  10 (enw Cymraeg i'r datblygiad), 11 (Cynllun Tai Fforddiadwy), 12 (manylion triniaeth ffiniau) ac amod 14 (Datganiad Dull Adeiladu) o ganiatâd apêl APP/Q6810/A/20/ 3264389.
Discharge condition 4 (landscaping scheme), 6 (Hedgrow Translocation Method Statement), 7 (Biodiversity Enhancement Plan), 8 (results of Method Statement for Eradication of Non-native Invasive Species),  10 (Welsh name for the development), 11 (Affordable Housing Scheme), 12 (details of boundary treatment) and condition 14 (Construction Method Statement) of appeal consent APP/Q6810/A/20/3264389.",,Dewi (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32285
"Estyniad a garej
Extension and garage",,Morfa Nefyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32288
"Estyniad deulawr cefn yn cynnwys addasu ystafelloedd storio llawr daear i greu ystafell wlyb ac adeiladu ystafell ymolchi llawr cyntaf ynghyd ag ardal 'decking' newydd.
Two storey rear extension comprising adaption of ground floor store rooms to provide wet-room, construction of new first floor bathroom and construction of new deck",Approved with Conditions,Porthmadog (West),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32283
Estyniad un llawr at flaen a cefn ty annedd/Front and rear single storey extensions,,Abererch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32278
Estyniad cefn uwchben to flat presennol ynghyd â gwaith ailwampio a newidiadau i'r eiddo presennol/Erect new extension above existing rear flat roof extension along with refurbishment and alterations to the existing property.,,Bontnewydd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32279
"Rhyddhau amod 12 o ganiatâd rhif C19/0788/25/LL parthed manylion tai fforddiadwy.
Discharge condition 12 of planning permission C19/0788/25/LL relating to details of affordable housing.",Approved (Without Conditions),Pentir,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32282
Trosi adeilad allanol presennol i lety gwyliau/Conversion of existing outbuilding to self contained holiday accommodation.,,Efailnewydd / Buan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32280
Torri a tocio coed sy'n destun Gorchymyn Gwarchod Coed/Fell and prune tress subject to Tree Preservation Order.,Approved with Conditions,Menai (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32284
"Rhyddhau amod 21 (manylion paneli solar) ar ganiatad cynllunio C18/0520/44/LL
Discharge condition 21 (solar panel details) on planning permission C18/0520/44/LL",Condition(s) Fully Discharged,Porthmadog (East),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32290
"Cais am ddiwygiad ansylweddol i ganiatad Cynllunio C21/0373/35/DT er ymestyn dyfnder yr estyniad a patio cefn i osgoi y bibell garthffos
Non-material amendment to Planning permission C21/0373/35/DT to extend depth of rear extension and patio to avoid sewer pipe ",Approved with Conditions,Criccieth,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32276
"Codi adeilad newydd maidd i gynhyrchu cynnyrch caws ynghyd a strwythurau cysylltiedig yn cynnwys tyrau oeri, seiloau storio, oergelloedd a phont cysylltu i'r adeilad presennol ac adeiladwaith cysylltiedig  
Construction of new Whey building to produce cheese products together with associated structures including cooling towers, storage silos, refrigeration plant and link bridge to existing building and associated building works ",,Llanystumdwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32281
Newid defnydd uned byw yn 5 ystafell wely i gwesteion yn gysylltiedig a'r ty tafarn / Change of use of living unit into 5 bedrooms for guests in connection with the public house ,,Ogwen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32277
Gosod ffliw ar gefn ty annedd / Installation of flue on rear of dwelling house ,Approved with Conditions,Abererch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32275
Gwaith lledaenu a gwelliannau i fynedfa presennol/Improvements and widening to exisitng access,,Groeslon,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32274
Estyniadau ac addasiadau amrywiol ynghyd a chreu pwll nofio ac ardal decin allanol / Extensions and various alterations as well as the creation of a swimming pool and external decking area,,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32271
"Estyniad ac adnewyddu adeilad allanol presennol i'w ddefnyddio fel anecs yn gysylltiedig gyda'r prif dŷ
Proposed extension and refurbishment of existing outbuilding for use as an annexe associated with the main dwelling",,Llanystumdwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32270
"Addasu'r edrychiad blaen a chreu estyniad yn  y cefn ynghyd a newidiadau i'r edrychiadau.
Modify front elevation and create an extension at the rear together with alterations to elevations",Approved with Conditions,Y Felinheli,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32273
Cais ar gyfer codi estyniad to gwastad un llawr cefn ac estyniad un llawr uwchlaw porth car i dalcen yr eiddo / Application to erect a flat roofed single storey rear extension and single storey side extension over car port,Approved with Conditions,Arllechwedd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32272
